seq_no,school_id,census_no,name,address,tel,email,province,district,zone,division,medium,sex,government_type,school_category,grade_span,difficulty,total_students
119,0103003,133,TERRENCE N DE SILVA MAHA VIDYALAYA,KOLONNAWA,0112531645,terancendesilva@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Male,Provincial,Type 2,Grade 1-11,Congenial,599
120,0103006,134,GOTHATUWA MAHA VIDYALAYA,"GOTHATUWA, ANGODA.",0112530886,gothatuwamahavidyalaya@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,660
121,0103018,135,AMBATHALE TIKIRI KUMARA VIDYALAYA,MULLERIYA NEW TOWN,0112569110,wpjayatikirikuravidyalaya@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,253
122,0103008,136,AMBATHALE SAMUDRADEVI BALIKA VIDYALAYA,"MULLERIYAWA, NEW TOWN",0112578747,ambathalesbv@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Female,Provincial,1C,Grade 1-13,Congenial,690
123,0103005,137,KUDA BUTHGAMUWA DHARMAPALA MAHA VIDYALAYA,"PASAL PATUMAGA, MULLERIYAWA, NEW TOWN",0115730789,kudabuthgamuwadharmapala@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,483
124,0103019,138,SOMADEVI BALIKA VIDYALAYA,KUDABUTHGAMUWA ANGOD,0112419065,somadevibalikav@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Female,Provincial,Type 2,Grade 1-11,Congenial,699
125,0103009,139,GAMINI VIDYALAYA,"KOTUWILA, WELLAMPITIYA.",0112572749,gaminikotueila@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 3,Grade 1-8,Congenial,358
126,0103010,140,ST.JOSEPH COLLEGE,"KOLONNAWA, WELLAMPITIYA",0112531915,st.josep'scollegekolonnawa@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Difficult,371
127,0103012,142,VIDYAWARDANA VIDYALAYA,"WELLAMPITIYA, KOLONNAWA",0115730793,vidyawardanawellampitiya@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,545
128,0103015,143,WERAGODA VIDYALAYA,WELLAMPITIYA,0112532765,weragodavidyalaya@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 3,Grade 1-8,Not Congenial,193
129,0103014,144,KOTIKAWATTA ROMAN CATHOLIC V.,KOTIKAWATTA,0112578665,romancatholickotikawaththa@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,120
130,0103016,146,TIBET S MAHINDA VIDYALAYA,"WENNAWATTA, WELLAMPITIYA.",0112531361,tibetscollege@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Difficult,181
131,0103017,147,HENRY OLCOTT MAHA VIDYALAYA,"SALAMULLA, KOLONNAWA",0112532277,henryolcott4@gmail.com,Western,Colombo,Sri Jayawardanapura,Kolonnawa,Sinhala/ English,Mixed,Provincial,1C,Grade 1-13,Very Congenial,999
132,0104001,148,ANANDA SHASTHRALAYA,KOTTE,0112828489,principal .ask1@gamail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Male,National,1AB,Grade 1-13,Congenial,2348
133,0104002,149,ANANDA BALIKA MAHA VIDYALAYA,"PAGODA ROAD, KOTTE",0113086178,anandabalika71@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Female,Provincial,1AB,Grade 1-13,Very Congenial,2268
134,0104003,150,ANULA VIDYALAYA,NUGEGODA,0112852980,anulavidyalaya2017@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Female,National,1AB,Grade 1-13,Very Congenial,5146
135,0104004,151,SAMUDRADEVI BALIKA VIDYALAYA,"NO.03, SAMUDRADEVI BALIKA MAWATHA, NUGEGODA",0112852688,info@samudradevi.lk,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Female,Provincial,1AB,Grade 1-13,Very Congenial,3435
136,0104005,152,SRI JAYAWARDHANAPURA M.V.,"MISSION LANE, KOTTE",0112862528,sjmv.kotte@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Male,Provincial,1AB,Grade 1-13,Very Congenial,1513
137,0104006,153,SRI JAYAWARDHANAPURA BALIKA VIDYALAYA,"MISSION ROAD, KOTTE",0112862554,srijayawardanapurabalikakotte@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Female,Provincial,1AB,Grade 1-13,Very Congenial,1653
138,0104007,154,ST.THOMAS COLLEGE,KOTTE,0112852083,kottestcprincipal@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Mixed,Provincial,1C,Grade 1-13,Congenial,1116
139,0104008,155,SRI WIJAYARAMA M.V.,"UDAHAMULLA, NUGEGODA",0112802976,sriwijayaramavidyalaya@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,111
140,0104009,156,SIRI PERAKUMBA VIDYALAYA,"OBESEKARAPURA, RAJAGIRIYA",0112879325,siriparakumbavidyalaya@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,175
141,0104010,157,JANADHIPATHI BALIKA VIDYALAYA,"SCHOOL LANE, NAWALA, RAJAGIRIYA",0112875707,janadhipathibalika@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Female,Provincial,1AB,Grade 1-13,Congenial,3217
142,0104011,158,HEWAVITHARANA M.V.,"RAJAGIRIYA ROAD, RAJAGIRIYA",0112867326,hmvsrilanka@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala,Mixed,Provincial,1C,Grade 6-13,Very Congenial,560
143,0104012,159,SRI REVATHA ROYAL COLLEGE,"GANGODAWILA, NUGEGODA.",0112820656,revatharajakeeyaprincipal@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,125
144,0104014,161,PRESIDENT PRIMARY SCHOOL,NAWALA.,0112806312,info@presidentsprimarycollege.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,518
145,0104015,162,SRI SOBHITHA VIDYALAYA,"MORAGASMULLA, RAJAGIRIYA.",0112877031,srisobhithavidyalaya2017@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,44
146,0104016,163,HEWAWITHARANA MODEL P.V.,DHARMEPALA MAWATHA-RAJAGIRIYA.,0112872344,hewawitharenamps@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,296
147,0104018,165,PRESIDENT'S COLLEGE,RAJAGIRIYA,0112864972,presidentscollegekotte1978@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Sinhala/ English,Male,National,1AB,Grade 1-13,Very Congenial,3325
148,0106001,166,PRINCE OF WALES COLLEGE,MORATUWA,0112645628,prince of wales.sch.@email.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala/ English,Male,National,1AB,Grade 1-13,Very Congenial,4409
149,0106002,167,PRINCESS OF WALES' COLLEGE,"RAWATHAWATHA, MORATUWA",0112645465,princessofwalesmoratuwa@gmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala/ English,Female,National,1AB,Grade 1-13,Very Congenial,3235
150,0106003,168,MORATU MAHA V.,MORATUWA,0112645391,moratumahavidyalaya@yahoo.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala/ English,Mixed,Provincial,1AB,Grade 1-13,Congenial,2102
151,0106004,169,DE SOYZA M.V.,GALLE ROAD KATUBEDDA MORATUWA,0112610421,,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,1C,Grade 6-13,Very Congenial,716
152,0106005,170,SRI SUNANDOPANANDA NAVODYA M.V.,EGODAUYANA MORATUWA,0112657506,srisnmv@gmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,1C,Grade 6-13,Congenial,406
153,0106006,171,DHAMMARATHANA V.,"INDIBEDDA, MORATUWA",0112652614,dhammarathana@gmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,179
154,0106007,172,LAKSHAPATHIYA SHIKSHADANA V.,LAKSHAPATHIYA MORATUWA,0112624101,shikshadhana @ gmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,52
155,0106008,173,SRI RAHULA M.V.,THELAWALA MT.LAVINIA,0112633206,sriyahula vidyalaya@ gmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,335
156,0106009,174,METHODIST HIGH SCHOOL,PUWAKARAMBA MORATUWA,0112652717,methodisthigh schoolpilizone @hotmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,1293
157,0106011,176,KORALAWELLA ROMAN CATHOLIC V.,VIDYALA MAWATHA KORALAWEELLA MOTATUWA,0112659964,,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,251
158,0106012,177,JANAJAYA V.,MORATUWA,0112658754,,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,280
159,0106013,178,ST.SEBASTIAN'S GIRL'S SCHOOL,MORATUWA,0112644697,ssbvmoratuwa@yahoo.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Female,Provincial,Type 2,Grade 1-11,Congenial,789
160,0106014,179,ST.ANTHONY'S COLLEGE,"KADALANA, MORATUWA",0112653787,,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,263
161,0106015,180,MORATUMULLA LANKA SABHA V.,"MORATUMULLA, MORATUWA",,lankasaba.v.moratumullapilizone@hotmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,57
162,0106016,183,PODUJAYA V.,"ANGULANA, MORATUWA",,,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,146
163,0106017,184,BODHIRAJA V.,"KATUBEDDA, MORATUWA",,bodhiraja.v.pilizone@hotmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,91
164,0106018,185,WEERAPURAN APPU MODEL S.,MORATUWA,0112647423,weerapuranappumodel.sch.pilizone@hotmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,1157
165,0106019,186,RAWATAWATTA ROMAN CATHOLIC SCHOOL,MORATUWA,0112655113,,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,696
166,0106020,187,RAWATHAWATTA METHODIST C.,"CHARLES PLACE, RAWATHAWATTA, MORATUWA",0112648686,rawathawaththamethodist@gmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,1272
167,0106021,188,UYANA JUNIOR S.,"LUNAWA, MORATUWA",,uyanajunior.sch.pilizone@hotmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,380
168,0106022,189,SALEENA V.,"KALDEMULLA, MORATUWA",0112610170,,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,245
169,0106023,192,WILLORAWATTA GNANISSARA BUDDHIST V.,WILLORAWATTA MORATUWA,0112651624,schoolwgbs@gmail .com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,224
170,0106024,195,SRI NAGASENA VIDYALAYA,KORALAWELLA MORATUWA,,1 0723119373 srignanendra v pilizon@hotmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,38
171,0106025,197,KATUKURUNDA ST. MARY'S COLLEGE,KATUKURUNNDA MORATUWA,0112659658,katukurundast.marys.c.pilizone@hotmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,118
172,0106026,198,SRI SUNANDOPANANDA PRIMARY SCHOOL,EGODAUYANA MOATUWA,,sunandopananda p.v.pilizone@hotmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,120
173,0106027,199,SUGATHADHARMADHARA V.,EGODAUYANA MORATUWA,,sugathadharmadhara.v.pilizone@hotmail,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Congenial,400
174,0106028,200,EGODA UYANA JUNIOR S.,EGODAUYANA MORTUWA,0112659228,ekvegodayana@gmail.com,Western,Colombo,Piliyandala,Moratuwa,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,215
175,0115023,201,AL HIDHAYA V.,"SRI SANGARAJA MAWATHA, COL-10",0112421477,,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil,Mixed,Provincial,1C,Grade 1-13,Congenial,1072
176,0115024,202,AL IQBAL B.V.,"60, SIR JAMES PIERIS MAWATHA, COL-02",0112337718,aliqbalbmv@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil,Female,Provincial,Type 2,Grade 1-11,Very Congenial,414
177,0115025,203,AL NASSER V.,"61, ST.JOSEPH STREET, GRANDPASS, COI-14",0112334989,colalnassecollege@gmail.com,Western,Colombo,Colombo,Colombo Central,Tamil,Mixed,Provincial,1C,Grade 1-13,Difficult,816
178,0115026,204,HAMEED AL HUSSEINIE COLLEGE,"45, HUSSEINIA ROAD, COLOMBO-12",0112435266,hahcollege12@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil,Male,National,1AB,Grade 1-13,Very Congenial,2111
179,0115027,205,DHARUSSALAAM M.V.,"281, JUMMAHMASJID ROAD, COL-10",0112679789,dharussalammv@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,1094
180,0115040,206,T.B.JAYAH ZAHIRA V.,"NO;24, SIR JAMES PEIRIS MAWATHA, COL-02",0112300338,tbjzc2013@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil/ English,Male,Provincial,1C,Grade 1-13,Not Congenial,688
181,0115028,207,FATHIMA MUS.B.V.,"155, BANDARANAYAKA MW, COL-12",0112326783,fmlc12@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil/ English,Female,Provincial,1AB,Grade 1-13,Congenial,2642
182,0115029,208,KHAIRIYA B.V.,"166, DEMATAGODA ROAD, COL-09",0112692941,khairiyamgc@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil/ English,Female,Provincial,1AB,Grade 1-13,Congenial,2621
183,0115030,209,ST.SEBASTIAN T.M.V.,"108, BELMONT STREET, COL-12",0112390134,,Western,Colombo,Colombo,Colombo Central,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,290
184,0115031,210,VIVEKANANDA NATIONAL SCHOOL,"NO.57, NEW CHETTY STREET, COLOMBO-13",0112431120,vnccolombo@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil/ English,Mixed,National,1AB,Grade 1-13,Congenial,2215
185,0115041,211,AL HIKMA V.,"65, ST.SEBASTIAN STREET, COL-12",0112447449,hikmacolombo@gmail.com,Western,Colombo,Colombo,Colombo Central,Tamil,Mixed,Provincial,1C,Grade 1-13,Congenial,1349
186,0115032,212,MARADANA HINDU V. (THONDAR GOV. T.V.),"1/102, CAPTAIN'S GARDEN, COL-10",0112680817,maradanahvc10@gmail.com,Western,Colombo,Colombo,Colombo Central,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,146
187,0115033,213,ST. ANNE'S B.M.V.,"HILL STREET, COL-13",0112342646,st.annescolombo13@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil/ English,Female,Provincial,1C,Grade 1-13,Not Congenial,1000
188,0115034,214,ST.ANTHONY'S BOYS M.V.,"VIVEKANANDA HILL, COL-13",0112439306,stantonyboysts13@gmail.com,Western,Colombo,Colombo,Colombo Central,Tamil,Male,Provincial,1C,Grade 1-13,Congenial,1073
189,0115035,215,KANAPATHY HINDU LADIES M.V.,"194, BANDARANAYAKA MAWATHA, COL-12",0112389960,kanapathyhlc@gmail.com,Western,Colombo,Colombo,Colombo Central,Tamil,Female,Provincial,1C,Grade 1-13,Not Congenial,943
190,0115036,216,HOLY ROSARY T.V.,"54, CHURCH STREET, COL-02",0777921760,holyrosarytamil81@yahoo.com,Western,Colombo,Colombo,Colombo Central,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Congenial,81
191,0115037,218,COLOMBO CENTRAL HINDU M.V.,"186, MAHA VIDYALAYA MAWATHA, COLOMBO 13",0112338335,pathmanandan26@gmail.com,Western,Colombo,Colombo,Colombo Central,Tamil,Male,Provincial,1C,Grade 1-13,Not Congenial,704
192,0115038,219,DR. BADIUDDIN MAHMUD COLLEGE,"19, GREEN LANE, COL-13",0112424422,drbadiuddin mahmud@gmail.com,Western,Colombo,Colombo,Colombo Central,Sinhala/ Tamil,Mixed,Provincial,Type 2,Grade 1-11,Congenial,536
193,0114023,220,SIR RAZIK FAREED MUS.V.,"ST.MARY'S RD, COL-15.",0112527055,razickfadeedmv@gmail.com,Western,Colombo,Colombo,Colombo North,Tamil,Female,Provincial,1C,Grade 1-13,Not Congenial,1099
194,0114024,221,HAMZA MUS.V.,"MUTWAL MW, COL-15.",0112540843,czhamzacol@gmail.com,Western,Colombo,Colombo,Colombo North,Tamil,Male,Provincial,1C,Grade 1-13,Congenial,535
195,0114025,222,KALAIMAGAL T.V.,"SIRIMAVO BANDARANAYAKA MW, COL-14.",0112424114,kalaitamilvid@gmail.com,Western,Colombo,Colombo,Colombo North,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,452
196,0114026,223,MAHAWATTA ST.ANTHONY'S T.M.V.,"MAHAWATT RD, COL-14.",0112529081,st.anthonystmv@gmail.com,Western,Colombo,Colombo,Colombo North,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,823
197,0114027,224,GOOD SHEPHERD G.T.V.,"WASALA RD, KOTAHENA, COL-13.",0112321870,cgsgmv@gmail.com,Western,Colombo,Colombo,Colombo North,Sinhala/ Tamil/ English,Female,Provincial,1C,Grade 1-13,Not Congenial,1060
198,0114028,225,HINDU COLLEGE,"MUTWALL MW, COL-15.",0112526938,,Western,Colombo,Colombo,Colombo North,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,1289
199,0114029,226,KOTAHENA METHODIST T.V.,"PICKERINGS RD, COL-13.",0112321132,kotahenamethodist@gmail.com,Western,Colombo,Colombo,Colombo North,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,118
200,0115039,229,AL-HAKEEM V.,"NO.57, BELMONT STREET, COL-12",0112335807,alhakeemvidyalaya@gmail.com,Western,Colombo,Colombo,Colombo Central,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,162
201,0117022,230,VIPULANANTHA T.M.V.,"VELUWANA RD, DEMATAGODA, COL-09.",0114982717,co.vipulanantha2@gmail.com,Western,Colombo,Colombo,Borella,Tamil,Mixed,Provincial,1C,Grade 1-13,Congenial,604
202,0117023,231,AL HIJRA MUS.V.,"SRI DHAMMA MW, COL-10.",0112678998,alhijraschool239@gmail.com,Western,Colombo,Colombo,Borella,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,343
203,0117024,232,DR. THANINAYAGAM T.V.,"LESLEY RANAGALA MW, BORELLA, COL-08.",,thaninayagam@gmail.com,Western,Colombo,Colombo,Borella,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Congenial,194
204,0116029,234,KUMARAUTHAYAM T.V.,"HIGH LEVEL RD, KIRULAPONE, COL-06.",0112514511,ckumarauthayam@gmail.com,Western,Colombo,Colombo,Colombo South,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,215
205,0116030,235,RAMAKRISHNA V.,"PAMANKADA, COL-06.",0112586705,schoolramakrishnavid@gmail.com,Western,Colombo,Colombo,Colombo South,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,398
206,0116031,236,MUSLIM LADIES COLLEGE,"BAMBALAPITIYA, COLOMBO-04",0112588666,muslimladiescol4@gmail.com,Western,Colombo,Colombo,Colombo South,Sinhala/ Tamil/ English,Female,National,1AB,Grade 1-13,Very Congenial,3557
207,0116032,237,HINDU COLLEGE,"LORENZ ROAD, COLOMBO 04",0112586169,hinducc4.info@gmail.com,Western,Colombo,Colombo,Colombo South,Sinhala/ Tamil/ English,Male,National,1AB,Grade 1-13,Very Congenial,3248
208,0116033,238,AL AMEEN V.,"SIR MACAN MAKAR MW, COL-03.",0112303790,alameenvidyalaya@gmail.com,Western,Colombo,Colombo,Colombo South,Sinhala/ Tamil,Mixed,Provincial,Type 2,Grade 1-11,Congenial,105
209,0116034,239,ST.MARY'S T.V.,"LAURIES RD, COL-04.",0112598118,smarys2000@gmail.com,Western,Colombo,Colombo,Colombo South,Tamil,Mixed,Provincial,1C,Grade 1-13,Congenial,284
210,0116035,240,KOLLUPITIYA METHODIST G.T.V.,"HUDSON RD, COL-03.",0112424190,kollupitiyamethodistgtms@gmail.com,Western,Colombo,Colombo,Colombo South,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,90
211,0116036,241,RAMANATHAN HINDU LADIES COLLEGE,"LORENCE RD, COLOMBO-04",0112502228,rhlccol4@gmail.com,Western,Colombo,Colombo,Colombo South,Sinhala/ Tamil/ English,Female,National,1AB,Grade 1-13,Congenial,1864
212,0105029,242,NUGEGODA TAMIL M.V.,"STANLEY THILAKARATHNA MAWATHA, NUGEGODA",,nugegodatmv.@gmail.com,Western,Colombo,Piliyandala,Dehiwala,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,175
213,0105030,243,MEELAD MUSLIM V.,DEHIWALA,,meeladmuslimvidyalaya@gmail.com,Western,Colombo,Piliyandala,Dehiwala,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,165
214,0105031,244,DEHIWALA TAMIL M.V.,"33/3PRESBYTARIAN LANE, OFF STATION ROAD, DEHIWALA.",0112724252,dehiwalatem@gmail.com,Western,Colombo,Piliyandala,Dehiwala,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,261
215,0104020,245,SRI JAYAWARDHANAPURA HINDU VIDYALAYA,"OBESEKARAPURA, RAJAGIRIYA.",0112864010,srijayahindu09@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Tamil,Mixed,Provincial,1C,Grade 1-13,Congenial,245
216,0104019,246,RAJAGIRIYA ROMAN CATHOLIC TAMIL VIDYALAYA,"DHARMAPALA PLACE, RAJAGIRIYA",0112889338,rctmvrajagiriya@gmail.com,Western,Colombo,Sri Jayawardanapura,Nugegoda,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,154
217,0106029,247,ARAFATH MUSLIM M.V.,EGODAUYANA MODARA MORATUWA,0112657979,,Western,Colombo,Piliyandala,Moratuwa,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,260
218,0110001,248,SUBHUTHI NATIONAL SCHOOL,BATTARAMULLA,0112865945,srisubhuthimmv@gmail.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala/ English,Mixed,National,1AB,Grade 1-13,Congenial,1299
219,0110249,249,SRI RAHULA BALIKA MAHA VIDYALAYA,MALABE,0112560579,principairbv@yahoo.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala/ English,Female,Provincial,1AB,Grade 1-13,Very Congenial,3624
220,0110003,250,BOMIRIYA CENTRAL COLLAGE,KADUWELA,0112539444,bomiriyammv.kaduwela@gmail.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala/ English,Mixed,National,1AB,Grade 6-13,Very Congenial,3883
221,0110004,251,SRI SIDDHARTHA MAHA VIDYALAYA,"SCHOOL LANE, KALAPALUWAWA, RAJAGIRIYA.",0112400500,srisimavi@gmail.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,68
222,0110005,252,THALAHENA M.V.,"THALAHENA, MALABE.",0112789388,malabethalahena@gmail.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,228
223,0110006,254,SRI DEVAMITHTHA MAHA VIDYALAYA,DEDIGAMUWA,0112141262,devamiththam.v.@gmail.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,324
224,0110007,255,MAHAMATHYA VIDYALAYA,ATHURUGIRIYA,0112561250,contanctmahamathyav@gmail.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala/ English,Mixed,Provincial,1AB,Grade 6-13,Congenial,2095
225,0110009,256,KOTHALAWALA MAHA VIDYALAYA,"KOTHALAWALA, KADUWELA.",0112539069,kmprinsipal@yahoo.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,1516
226,0110010,257,KORATHOTA SRI SOMANANDA M.V.,"KORATHOTA, KADUWELA.",0112408764,korathotasomananda@gmail.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,699
227,0110011,258,VIDYAWARDHANA MAHA VIDYALAYA,"THALANGAMAN SOUTH, BATHTHARAMULLA",0112784588,VIDYAWARDANAVIDYALAYA@GMAIL.COM,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala,Mixed,Provincial,1C,Grade 1-13,Congenial,282
228,0110012,259,VIDYARAJA M.V.,HOKANDARA,0112563266,vidyarajamv@gmail.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala,Mixed,Provincial,1C,Grade 1-13,Very Congenial,570
229,0110013,260,WELIVITA ST.MARY'S MAHA VIDYALAYA,"WELIVITA, KADUWELA.",0112414219,stmaryscollege1943@yahoo.com,Western,Colombo,Sri Jayawardanapura,Kaduwela,Sinhala,Mixed,Provincial,Type 2,Grade 1-11,Congenial,245
